Iteration,E_total,E_kinetic,E_potential,Temperature,Pressure,
1076     ,-4617.152808,4980.936490,-9598.089297 ,3.323948   ,1.975170,
1077     ,-4617.233329,4961.990810,-9579.224139 ,3.311305   ,1.935548,
1078     ,-4616.726934,4933.030984,-9549.757918 ,3.291979   ,1.877765,
1079     ,-4615.935231,4902.548738,-9518.483968 ,3.271637   ,1.816969,
1080     ,-4615.602833,4882.167659,-9497.770492 ,3.258036   ,1.773560,
1081     ,-4615.893872,4877.136735,-9493.030608 ,3.254679   ,1.756899,
1082     ,-4616.401267,4883.453967,-9499.855234 ,3.258895   ,1.760678,
1083     ,-4616.523957,4893.621389,-9510.145346 ,3.265680   ,1.772377,
1084     ,-4616.259394,4904.549719,-9520.809113 ,3.272973   ,1.786575,
1085     ,-4616.409138,4917.491810,-9533.900948 ,3.281609   ,1.805298,
1086     ,-4616.999837,4929.986112,-9546.985949 ,3.289947   ,1.824101,
1087     ,-4616.978492,4936.337612,-9553.316104 ,3.294186   ,1.832591,
1088     ,-4616.246240,4938.657071,-9554.903311 ,3.295734   ,1.833571,
1089     ,-4616.379949,4945.716119,-9562.096067 ,3.300445   ,1.842078,
1090     ,-4617.098858,4956.798074,-9573.896933 ,3.307840   ,1.856647,
1091     ,-4617.245746,4963.210462,-9580.456208 ,3.312119   ,1.862655,
1092     ,-4617.141754,4961.013089,-9578.154843 ,3.310653   ,1.854403,
1093     ,-4617.114955,4950.589279,-9567.704235 ,3.303697   ,1.833002,
1094     ,-4617.035808,4932.782486,-9549.818293 ,3.291813   ,1.800203,
1095     ,-4616.553614,4910.458887,-9527.012501 ,3.276916   ,1.760984,
1096     ,-4615.932167,4891.561532,-9507.493699 ,3.264305   ,1.728916,
1097     ,-4615.658946,4885.801481,-9501.460426 ,3.260461   ,1.720275,
1098     ,-4616.173069,4897.190675,-9513.363744 ,3.268062   ,1.742036,
1099     ,-4616.786804,4919.705915,-9536.492719 ,3.283087   ,1.783895,
1100     ,-4616.463452,4945.948081,-9562.411533 ,3.300599   ,1.832539,
1101     ,-4616.071879,4977.182675,-9593.254554 ,3.321443   ,1.889881,
1102     ,-4616.171893,5016.046913,-9632.218806 ,3.347379   ,1.959503,
1103     ,-4616.462957,5059.413381,-9675.876338 ,3.376319   ,2.035055,
1104     ,-4616.901882,5100.606854,-9717.508736 ,3.403808   ,2.104822,
1105     ,-4617.485503,5131.195545,-9748.681047 ,3.424221   ,2.154382,
1106     ,-4617.970425,5142.043890,-9760.014315 ,3.431461   ,2.168380,
1107     ,-4617.987255,5126.962299,-9744.949553 ,3.421396   ,2.136672,
1108     ,-4617.490612,5087.248248,-9704.738860 ,3.394894   ,2.061951,
1109     ,-4616.758915,5032.181607,-9648.940522 ,3.358146   ,1.960342,
1110     ,-4616.024989,4975.243038,-9591.268027 ,3.320149   ,1.854842,
1111     ,-4615.429468,4930.125977,-9545.555445 ,3.290041   ,1.768643,
1112     ,-4615.484358,4906.669972,-9522.154330 ,3.274388   ,1.718959,
1113     ,-4616.202124,4904.498700,-9520.700825 ,3.272939   ,1.706114,
1114     ,-4616.607884,4914.349571,-9530.957455 ,3.279513   ,1.714995,
1115     ,-4616.770961,4928.427876,-9545.198836 ,3.288907   ,1.733297,
1116     ,-4617.013374,4942.246147,-9559.259521 ,3.298129   ,1.753692,
1117     ,-4617.116035,4951.868207,-9568.984242 ,3.304550   ,1.769125,
1118     ,-4616.914274,4955.911998,-9572.826271 ,3.307249   ,1.776834,
1119     ,-4616.490243,4957.757831,-9574.248074 ,3.308480   ,1.781953,
1120     ,-4616.196789,4964.160536,-9580.357325 ,3.312753   ,1.795167,
1121     ,-4616.769154,4978.386981,-9595.156136 ,3.322247   ,1.822175,
1122     ,-4617.208761,4993.824143,-9611.032904 ,3.332549   ,1.851490,
1123     ,-4616.746408,5004.503433,-9621.249841 ,3.339675   ,1.872864,
1124     ,-4616.501038,5013.508030,-9630.009068 ,3.345684   ,1.892013,
1125     ,-4616.884156,5022.799047,-9639.683204 ,3.351885   ,1.912039,
1126     ,-4617.260347,5027.532036,-9644.792383 ,3.355043   ,1.924351,
1127     ,-4617.008313,5023.291017,-9640.299331 ,3.352213   ,1.920933,
1128     ,-4616.412931,5013.504378,-9629.917309 ,3.345682   ,1.906752,
1129     ,-4616.549100,5004.956423,-9621.505523 ,3.339978   ,1.892947,
1130     ,-4617.199439,4996.209550,-9613.408989 ,3.334141   ,1.876997,
1131     ,-4617.374170,4979.611221,-9596.985391 ,3.323064   ,1.846508,
1132     ,-4617.231765,4952.083511,-9569.315276 ,3.304694   ,1.797891,
1133     ,-4616.990926,4916.119646,-9533.110572 ,3.280694   ,1.736614,
1134     ,-4616.405670,4877.837624,-9494.243294 ,3.255147   ,1.673483,
1135     ,-4615.734433,4847.933774,-9463.668207 ,3.235191   ,1.626782,
1136     ,-4615.760223,4836.963524,-9452.723748 ,3.227870   ,1.614554,
1137     ,-4616.381032,4845.991242,-9462.372274 ,3.233895   ,1.638362,
1138     ,-4616.694289,4867.769892,-9484.464181 ,3.248428   ,1.685191,
1139     ,-4617.010306,4895.585967,-9512.596272 ,3.266991   ,1.743645,
1140     ,-4617.389802,4923.149611,-9540.539413 ,3.285385   ,1.802572,
1141     ,-4617.207581,4944.983171,-9562.190752 ,3.299955   ,1.851530,
1142     ,-4616.507254,4962.781237,-9579.288490 ,3.311833   ,1.892107,
1143     ,-4616.332381,4983.487768,-9599.820148 ,3.325651   ,1.935249,
1144     ,-4616.703375,5008.288779,-9624.992153 ,3.342201   ,1.981944,
1145     ,-4617.189961,5030.689083,-9647.879043 ,3.357150   ,2.020934,
1146     ,-4617.255189,5043.131043,-9660.386232 ,3.365453   ,2.039322,
1147     ,-4617.033061,5043.811820,-9660.844881 ,3.365907   ,2.034038,
1148     ,-4617.557306,5033.232421,-9650.789727 ,3.358847   ,2.007103,
1149     ,-4617.825287,5005.933796,-9623.759083 ,3.340630   ,1.949834,
1150     ,-4617.291716,4959.574955,-9576.866672 ,3.309693   ,1.859668,
1151     ,-4616.587777,4902.382487,-9518.970264 ,3.271527   ,1.752250,
1152     ,-4615.755809,4847.735846,-9463.491655 ,3.235059   ,1.650806,
1153     ,-4614.723518,4811.658958,-9426.382475 ,3.210984   ,1.582081,
1154     ,-4614.922590,4808.461095,-9423.383684 ,3.208850   ,1.570757,
1155     ,-4616.573054,4834.799209,-9451.372262 ,3.226426   ,1.611772,
1156     ,-4617.800805,4868.773139,-9486.573944 ,3.249098   ,1.668346,
1157     ,-4617.577529,4892.571428,-9510.148956 ,3.264979   ,1.710577,
1158     ,-4616.567617,4907.581732,-9524.149349 ,3.274996   ,1.739978,
1159     ,-4616.547080,4924.732175,-9541.279255 ,3.286441   ,1.774404,
1160     ,-4616.987663,4945.301951,-9562.289615 ,3.300168   ,1.814769,
1161     ,-4617.123252,4963.250539,-9580.373791 ,3.312146   ,1.850770,
1162     ,-4617.087387,4975.212156,-9592.299543 ,3.320128   ,1.877286,
1163     ,-4617.032353,4980.933068,-9597.965421 ,3.323946   ,1.894132,
1164     ,-4616.837973,4981.589108,-9598.427082 ,3.324384   ,1.903143,
1165     ,-4616.427628,4980.644804,-9597.072433 ,3.323754   ,1.909690,
1166     ,-4616.258511,4983.402121,-9599.660632 ,3.325594   ,1.922426,
1167     ,-4616.454475,4991.917165,-9608.371640 ,3.331276   ,1.944442,
1168     ,-4616.611103,5003.407892,-9620.018995 ,3.338944   ,1.970630,
1169     ,-4616.533678,5014.658019,-9631.191698 ,3.346452   ,1.995361,
1170     ,-4616.402196,5024.891562,-9641.293758 ,3.353281   ,2.017179,
1171     ,-4616.445556,5034.149820,-9650.595376 ,3.359459   ,2.035987,
1172     ,-4616.603928,5040.962660,-9657.566587 ,3.364006   ,2.049056,
1173     ,-4616.694426,5042.956413,-9659.650839 ,3.365336   ,2.052153,
1174     ,-4616.670412,5039.106279,-9655.776691 ,3.362767   ,2.043352,
1175     ,-4616.719957,5030.084675,-9646.804631 ,3.356747   ,2.023758,
1176     ,-4616.784529,5016.591391,-9633.375920 ,3.347742   ,1.994450,
1177     ,-4616.839572,4999.277544,-9616.117116 ,3.336188   ,1.956694,
1178     ,-4616.639779,4979.653946,-9596.293724 ,3.323092   ,1.912979,
1179     ,-4616.624379,4960.869656,-9577.494036 ,3.310557   ,1.869203,
1180     ,-4616.982078,4943.023599,-9560.005678 ,3.298648   ,1.826399,
1181     ,-4616.922608,4922.444848,-9539.367456 ,3.284915   ,1.778791,
1182     ,-4616.450371,4899.926694,-9516.377066 ,3.269888   ,1.728414,
1183     ,-4616.107357,4881.738482,-9497.845839 ,3.257750   ,1.686309,
1184     ,-4616.081775,4873.222872,-9489.304647 ,3.252067   ,1.661582,
1185     ,-4616.114917,4875.763594,-9491.878511 ,3.253763   ,1.656457,
1186     ,-4616.305804,4888.326332,-9504.632136 ,3.262146   ,1.669462,
1187     ,-4616.562922,4907.462945,-9524.025868 ,3.274917   ,1.694846,
1188     ,-4616.681713,4928.650815,-9545.332528 ,3.289056   ,1.724810,
1189     ,-4616.857638,4948.291950,-9565.149587 ,3.302163   ,1.753290,
1190     ,-4617.021632,4962.720451,-9579.742083 ,3.311792   ,1.773869,
1191     ,-4616.939831,4969.202871,-9586.142702 ,3.316118   ,1.781581,
1192     ,-4616.769790,4968.259305,-9585.029095 ,3.315488   ,1.777156,
1193     ,-4616.718292,4962.146792,-9578.865084 ,3.311409   ,1.764312,
1194     ,-4616.583198,4952.843697,-9569.426895 ,3.305201   ,1.746105,
1195     ,-4616.098112,4944.374463,-9560.472576 ,3.299549   ,1.728699,
1196     ,-4616.000254,4943.848965,-9559.849220 ,3.299199   ,1.723918,
1197     ,-4616.763358,4952.298220,-9569.061578 ,3.304837   ,1.733621,
1198     ,-4617.380597,4960.372964,-9577.753561 ,3.310226   ,1.741796,
1199     ,-4617.410962,4958.499179,-9575.910141 ,3.308975   ,1.732900,
1200     ,-4616.228732,4947.148140,-9563.376872 ,3.301400   ,1.707031,
1201     ,-4615.403351,4940.240493,-9555.643845 ,3.296790   ,1.687871,
1202     ,-4616.145672,4947.359248,-9563.504920 ,3.301541   ,1.692307,
1203     ,-4617.005556,4960.604639,-9577.610195 ,3.310380   ,1.707436,
1204     ,-4616.873167,4969.253177,-9586.126344 ,3.316152   ,1.716190,
1205     ,-4616.227088,4974.106290,-9590.333378 ,3.319390   ,1.720560,
1206     ,-4616.087886,4982.543237,-9598.631123 ,3.325021   ,1.732775,
1207     ,-4616.692774,4995.879031,-9612.571806 ,3.333920   ,1.754394,
1208     ,-4617.470067,5005.774583,-9623.244650 ,3.340524   ,1.770935,
1209     ,-4617.729432,5001.739725,-9619.469157 ,3.337831   ,1.764525,
1210     ,-4617.373417,4980.360962,-9597.734379 ,3.323564   ,1.729270,
1211     ,-4616.898116,4946.909218,-9563.807334 ,3.301241   ,1.673956,
1212     ,-4616.570207,4909.542063,-9526.112269 ,3.276304   ,1.612197,
1213     ,-4616.074586,4875.911858,-9491.986445 ,3.253862   ,1.556534,
1214     ,-4615.833266,4854.163957,-9469.997223 ,3.239349   ,1.521058,
1215     ,-4616.224350,4848.189226,-9464.413576 ,3.235362   ,1.512892,
1216     ,-4616.659809,4854.138786,-9470.798595 ,3.239332   ,1.525575,
1217     ,-4616.915791,4866.210617,-9483.126409 ,3.247388   ,1.549363,
1218     ,-4617.547126,4879.103372,-9496.650498 ,3.255992   ,1.575669,
1219     ,-4618.276651,4883.799038,-9502.075690 ,3.259125   ,1.589289,
1220     ,-4618.072503,4871.840057,-9489.912560 ,3.251145   ,1.575585,
1221     ,-4616.763883,4847.590532,-9464.354416 ,3.234962   ,1.541293,
1222     ,-4615.702495,4828.993137,-9444.695632 ,3.222551   ,1.516251,
1223     ,-4615.866983,4830.745458,-9446.612441 ,3.223721   ,1.525070,
1224     ,-4616.492831,4851.998545,-9468.491375 ,3.237904   ,1.566249,
1225     ,-4616.905237,4883.296923,-9500.202160 ,3.258790   ,1.624560,
1226     ,-4617.267389,4915.682445,-9532.949834 ,3.280402   ,1.685847,
1227     ,-4617.603509,4941.487921,-9559.091430 ,3.297623   ,1.737435,
1228     ,-4617.870860,4954.280553,-9572.151412 ,3.306160   ,1.768558,
1229     ,-4618.024936,4949.793555,-9567.818491 ,3.303166   ,1.772239,
1230     ,-4617.498269,4928.243525,-9545.741793 ,3.288784   ,1.748395,
1231     ,-4616.268376,4900.179012,-9516.447388 ,3.270056   ,1.713784,
1232     ,-4615.987577,4882.187950,-9498.175527 ,3.258050   ,1.696430,
1233     ,-4616.540170,4879.209567,-9495.749737 ,3.256062   ,1.704347,
1234     ,-4616.860330,4883.963964,-9500.824294 ,3.259235   ,1.725428,
1235     ,-4616.954358,4889.409830,-9506.364188 ,3.262869   ,1.748741,
1236     ,-4616.786812,4892.379695,-9509.166507 ,3.264851   ,1.768967,
1237     ,-4616.271346,4894.219782,-9510.491128 ,3.266079   ,1.787506,
1238     ,-4616.064265,4899.896978,-9515.961243 ,3.269868   ,1.812027,
1239     ,-4616.506319,4910.523671,-9527.029990 ,3.276959   ,1.843782,
1240     ,-4617.017174,4919.692212,-9536.709386 ,3.283078   ,1.871353,
1241     ,-4617.129807,4919.975979,-9537.105786 ,3.283267   ,1.881988,
1242     ,-4616.969196,4909.291847,-9526.261044 ,3.276137   ,1.872174,
1243     ,-4616.753782,4890.386481,-9507.140263 ,3.263521   ,1.846518,
1244     ,-4616.117319,4869.138620,-9485.255939 ,3.249342   ,1.814295,
1245     ,-4615.296842,4856.684326,-9471.981168 ,3.241031   ,1.793641,
1246     ,-4615.694138,4862.956028,-9478.650166 ,3.245216   ,1.801952,
1247     ,-4616.725713,4882.837788,-9499.563501 ,3.258484   ,1.830909,
1248     ,-4617.336700,4901.529348,-9518.866048 ,3.270957   ,1.856403,
1249     ,-4617.636690,4908.075989,-9525.712678 ,3.275326   ,1.861321,
1250     ,-4617.844723,4897.388887,-9515.233610 ,3.268194   ,1.838027,
1251     ,-4617.369219,4869.691196,-9487.060415 ,3.249711   ,1.787009,
1252     ,-4615.195302,4839.537219,-9454.732521 ,3.229588   ,1.730761,
1253     ,-4615.100515,4834.816538,-9449.917053 ,3.226437   ,1.717513,
1254     ,-4616.822269,4858.301588,-9475.123857 ,3.242110   ,1.751440,
1255     ,-4617.960232,4885.279704,-9503.239936 ,3.260113   ,1.791202,
1256     ,-4618.065495,4895.179816,-9513.245311 ,3.266720   ,1.803530,
1257     ,-4617.383342,4883.213134,-9500.596476 ,3.258734   ,1.780655,
1258     ,-4616.489469,4857.661185,-9474.150654 ,3.241682   ,1.736230,
1259     ,-4615.887308,4831.443147,-9447.330456 ,3.224186   ,1.691702,
1260     ,-4615.658077,4814.524336,-9430.182413 ,3.212896   ,1.663708,
1261     ,-4615.588016,4811.803005,-9427.391021 ,3.211080   ,1.660460,
1262     ,-4615.657321,4824.815785,-9440.473106 ,3.219764   ,1.684616,
1263     ,-4616.018455,4851.823873,-9467.842328 ,3.237787   ,1.733336,
1264     ,-4616.569786,4886.365927,-9502.935713 ,3.260838   ,1.795728,
1265     ,-4617.017587,4918.922293,-9535.939879 ,3.282564   ,1.855757,
1266     ,-4617.165971,4941.366848,-9558.532819 ,3.297542   ,1.899773,
1267     ,-4616.827042,4951.093535,-9567.920576 ,3.304033   ,1.923010,
1268     ,-4616.631125,4951.676291,-9568.307416 ,3.304422   ,1.931634,
1269     ,-4616.604479,4946.359722,-9562.964201 ,3.300874   ,1.931004,
1270     ,-4616.113358,4937.498216,-9553.611574 ,3.294960   ,1.924453,
1271     ,-4615.571291,4931.704887,-9547.276178 ,3.291094   ,1.922923,
1272     ,-4615.373442,4936.318111,-9551.691553 ,3.294173   ,1.938189,
1273     ,-4615.728569,4953.232559,-9568.961127 ,3.305460   ,1.973206,
1274     ,-4616.273422,4976.768540,-9593.041962 ,3.321167   ,2.018337,
1275     ,-4616.572773,4998.184365,-9614.757139 ,3.335458   ,2.058855,
1276     ,-4616.620324,5011.543461,-9628.163785 ,3.344373   ,2.084642,
1277     ,-4616.610889,5014.715737,-9631.326626 ,3.346490   ,2.091739,
1278     ,-4616.604580,5007.414896,-9624.019476 ,3.341618   ,2.079194,
1279     ,-4616.598909,4990.101630,-9606.700539 ,3.330064   ,2.047611,
1280     ,-4616.605568,4963.724769,-9580.330337 ,3.312462   ,1.998873,
1281     ,-4616.447215,4930.083681,-9546.530896 ,3.290012   ,1.936405,
1282     ,-4616.225026,4893.358104,-9509.583130 ,3.265504   ,1.867882,
1283     ,-4616.232341,4858.700056,-9474.932397 ,3.242376   ,1.802758,
1284     ,-4616.206728,4829.685767,-9445.892496 ,3.223014   ,1.747240,
1285     ,-4616.351484,4809.168234,-9425.519719 ,3.209321   ,1.706558,
1286     ,-4616.454001,4797.756350,-9414.210351 ,3.201706   ,1.681546,
1287     ,-4616.147986,4795.997156,-9412.145142 ,3.200532   ,1.672303,
1288     ,-4616.302251,4806.247624,-9422.549875 ,3.207372   ,1.682767,
1289     ,-4617.045414,4824.692655,-9441.738068 ,3.219681   ,1.706487,
1290     ,-4617.494075,4840.461532,-9457.955608 ,3.230205   ,1.725276,
1291     ,-4617.453430,4845.383006,-9462.836435 ,3.233489   ,1.726279,
1292     ,-4617.346500,4837.744159,-9455.090658 ,3.228391   ,1.707740,
1293     ,-4617.156472,4818.737133,-9435.893605 ,3.215707   ,1.672383,
1294     ,-4616.520604,4792.489793,-9409.010397 ,3.198191   ,1.627422,
1295     ,-4615.547451,4769.361809,-9384.909261 ,3.182757   ,1.590206,
1296     ,-4615.066113,4763.066960,-9378.133073 ,3.178557   ,1.583678,
1297     ,-4615.438649,4780.360322,-9395.798971 ,3.190097   ,1.618836,
1298     ,-4616.173789,4816.091107,-9432.264896 ,3.213941   ,1.686521,
1299     ,-4616.845277,4858.406045,-9475.251322 ,3.242180   ,1.766604,
1300     ,-4617.226702,4895.524296,-9512.750998 ,3.266950   ,1.838984,
1301     ,-4617.279496,4919.816991,-9537.096487 ,3.283161   ,1.890397,
1302     ,-4617.004015,4929.328314,-9546.332330 ,3.289508   ,1.916942,
1303     ,-4616.549504,4927.702931,-9544.252435 ,3.288424   ,1.924154,
1304     ,-4616.229256,4921.715166,-9537.944421 ,3.284428   ,1.922987,
1305     ,-4616.242227,4916.780609,-9533.022836 ,3.281135   ,1.922286,
1306     ,-4616.522234,4913.912018,-9530.434252 ,3.279221   ,1.923777,
1307     ,-4616.664679,4910.833542,-9527.498221 ,3.277166   ,1.923745,
1308     ,-4616.359741,4907.146017,-9523.505758 ,3.274705   ,1.921568,
1309     ,-4615.981717,4907.492467,-9523.474184 ,3.274937   ,1.925264,
1310     ,-4615.976862,4917.104451,-9533.081313 ,3.281351   ,1.943816,
1311     ,-4616.171587,4936.417136,-9552.588723 ,3.294239   ,1.977853,
1312     ,-4616.484078,4961.662609,-9578.146687 ,3.311086   ,2.021150,
1313     ,-4616.830336,4986.627270,-9603.457605 ,3.327746   ,2.063237,
1314     ,-4617.130409,5004.293496,-9621.423906 ,3.339535   ,2.092245,
1315     ,-4617.281421,5008.757122,-9626.038543 ,3.342514   ,2.098255,
1316     ,-4616.979884,4997.771079,-9614.750963 ,3.335183   ,2.077335,
1317     ,-4616.283653,4975.934130,-9592.217783 ,3.320610   ,2.037131,
1318     ,-4615.762845,4953.091839,-9568.854684 ,3.305367   ,1.994326,
1319     ,-4615.912302,4936.348152,-9552.260454 ,3.294193   ,1.961378,
1320     ,-4616.114131,4924.987325,-9541.101456 ,3.286611   ,1.937229,
1321     ,-4616.005899,4916.486774,-9532.492673 ,3.280939   ,1.917979,
1322     ,-4615.834753,4911.724208,-9527.558961 ,3.277761   ,1.905334,
1323     ,-4615.872434,4912.874810,-9528.747244 ,3.278528   ,1.902902,
1324     ,-4616.297974,4919.444947,-9535.742920 ,3.282913   ,1.910121,
1325     ,-4616.732401,4926.679510,-9543.411911 ,3.287741   ,1.919328,
1326     ,-4616.742472,4929.861109,-9546.603581 ,3.289864   ,1.922912,
1327     ,-4616.486596,4928.948358,-9545.434955 ,3.289255   ,1.921093,
1328     ,-4616.266941,4927.037308,-9543.304249 ,3.287980   ,1.918964,
1329     ,-4616.131468,4926.728849,-9542.860317 ,3.287774   ,1.920399,
1330     ,-4615.957703,4929.518856,-9545.476559 ,3.289636   ,1.927146,
1331     ,-4615.947425,4936.699215,-9552.646640 ,3.294427   ,1.940723,
1332     ,-4616.416280,4947.004586,-9563.420867 ,3.301304   ,1.958637,
1333     ,-4617.072761,4953.856458,-9570.929219 ,3.305877   ,1.969594,
1334     ,-4617.311358,4949.348523,-9566.659881 ,3.302869   ,1.960256,
1335     ,-4617.111652,4931.312064,-9548.423716 ,3.290832   ,1.927391,
1336     ,-4616.757542,4904.038047,-9520.795589 ,3.272631   ,1.878828,
1337     ,-4616.172466,4875.263256,-9491.435722 ,3.253429   ,1.827953,
1338     ,-4615.529452,4855.254051,-9470.783503 ,3.240076   ,1.792472,
1339     ,-4615.276975,4853.970714,-9469.247690 ,3.239220   ,1.789305,
1340     ,-4616.092984,4873.060617,-9489.153601 ,3.251959   ,1.821900,
1341     ,-4616.763566,4901.074260,-9517.837826 ,3.270653   ,1.870608,
1342     ,-4616.591954,4926.580547,-9543.172501 ,3.287675   ,1.915962,
1343     ,-4616.266868,4948.056709,-9564.323577 ,3.302006   ,1.955131,
1344     ,-4616.225701,4967.825138,-9584.050839 ,3.315199   ,1.990962,
1345     ,-4616.534850,4985.288081,-9601.822931 ,3.326852   ,2.021557,
1346     ,-4616.805270,4996.108620,-9612.913890 ,3.334073   ,2.038922,
1347     ,-4616.733153,4996.858314,-9613.591467 ,3.334573   ,2.036718,
1348     ,-4616.832886,4987.708162,-9604.541049 ,3.328467   ,2.015359,
1349     ,-4617.131258,4967.692844,-9584.824102 ,3.315110   ,1.973548,
1350     ,-4616.792508,4935.410503,-9552.203011 ,3.293567   ,1.909085,
1351     ,-4615.884863,4897.462490,-9513.347352 ,3.268243   ,1.833623,
1352     ,-4615.258133,4867.677709,-9482.935842 ,3.248367   ,1.770859,
1353     ,-4615.618830,4855.827435,-9471.446265 ,3.240459   ,1.737757,
1354     ,-4616.569152,4858.805695,-9475.374847 ,3.242446   ,1.729767,
1355     ,-4616.946451,4865.896310,-9482.842762 ,3.247178   ,1.729392,
1356     ,-4616.526816,4872.368102,-9488.894918 ,3.251497   ,1.729175,
1357     ,-4616.168651,4882.553428,-9498.722079 ,3.258294   ,1.736659,
1358     ,-4616.424494,4899.987722,-9516.412216 ,3.269928   ,1.757608,
1359     ,-4616.900690,4920.740321,-9537.641011 ,3.283777   ,1.784984,
1360     ,-4617.153357,4937.605671,-9554.759027 ,3.295032   ,1.806548,
1361     ,-4616.875180,4947.098118,-9563.973297 ,3.301367   ,1.815994,
1362     ,-4616.415820,4952.977290,-9569.393110 ,3.305290   ,1.819019,
1363     ,-4616.751362,4960.337240,-9577.088602 ,3.310202   ,1.824216,
1364     ,-4617.417178,4965.595624,-9583.012803 ,3.313711   ,1.825349,
1365     ,-4617.454671,4961.243667,-9578.698338 ,3.310807   ,1.809841,
1366     ,-4616.949010,4946.993510,-9563.942520 ,3.301297   ,1.777817,
1367     ,-4616.020172,4931.247586,-9547.267757 ,3.290789   ,1.743232,
1368     ,-4615.598797,4926.607452,-9542.206249 ,3.287693   ,1.727576,
1369     ,-4616.275219,4937.811872,-9554.087091 ,3.295170   ,1.739619,
1370     ,-4616.708647,4957.054801,-9573.763448 ,3.308011   ,1.766080,
1371     ,-4616.389295,4978.053215,-9594.442509 ,3.322024   ,1.796307,
1372     ,-4616.288184,5002.538716,-9618.826900 ,3.338364   ,1.833194,
1373     ,-4616.755631,5030.280761,-9647.036393 ,3.356877   ,1.875868,
1374     ,-4617.260448,5054.071668,-9671.332116 ,3.372754   ,1.911905,
1375     ,-4617.365684,5065.761952,-9683.127637 ,3.380555   ,1.927755,
1376     ,-4616.940848,5063.058288,-9679.999137 ,3.378751   ,1.919486,
1377     ,-4616.541801,5050.737906,-9667.279707 ,3.370529   ,1.895142,
1378     ,-4616.463418,5034.572347,-9651.035765 ,3.359741   ,1.864223,
1379     ,-4616.550977,5016.926245,-9633.477223 ,3.347965   ,1.830559,
1380     ,-4616.594800,4997.713719,-9614.308518 ,3.335144   ,1.794186,
1381     ,-4616.438413,4977.337145,-9593.775558 ,3.321546   ,1.755991,
1382     ,-4616.271157,4958.429229,-9574.700386 ,3.308928   ,1.720685,
1383     ,-4616.362373,4943.752909,-9560.115281 ,3.299134   ,1.693232,
1384     ,-4616.694186,4932.820310,-9549.514496 ,3.291839   ,1.673364,
1385     ,-4616.490702,4923.618544,-9540.109246 ,3.285698   ,1.657660,
1386     ,-4615.937912,4919.937558,-9535.875470 ,3.283242   ,1.652421,
1387     ,-4616.153716,4927.808375,-9543.962091 ,3.288494   ,1.667857,
1388     ,-4617.114387,4943.277978,-9560.392364 ,3.298817   ,1.697071,
1389     ,-4617.815090,4952.733562,-9570.548651 ,3.305128   ,1.717201,
1390     ,-4617.368061,4946.668286,-9564.036347 ,3.301080   ,1.712195,
1391     ,-4616.198843,4930.661657,-9546.860500 ,3.290398   ,1.691210,
1392     ,-4615.417926,4920.082428,-9535.500353 ,3.283338   ,1.679592,
1393     ,-4615.658108,4925.006456,-9540.664563 ,3.286624   ,1.694061,
1394     ,-4616.325175,4942.166260,-9558.491435 ,3.298076   ,1.729101,
1395     ,-4616.843354,4961.254774,-9578.098128 ,3.310814   ,1.767917,
1396     ,-4617.034038,4973.702067,-9590.736105 ,3.319120   ,1.796524,
1397     ,-4616.767407,4976.772995,-9593.540401 ,3.321170   ,1.809973,
1398     ,-4616.434601,4974.231246,-9590.665847 ,3.319474   ,1.814086,
1399     ,-4616.445784,4971.280460,-9587.726244 ,3.317504   ,1.817076,
1400     ,-4616.676847,4969.219224,-9585.896071 ,3.316129   ,1.820581,
1401     ,-4617.002711,4965.461315,-9582.464026 ,3.313621   ,1.820272,
1402     ,-4617.108141,4955.979082,-9573.087223 ,3.307293   ,1.809503,
1403     ,-4616.768858,4939.804108,-9556.572966 ,3.296499   ,1.786701,
1404     ,-4616.307554,4921.512353,-9537.819907 ,3.284293   ,1.759792,
1405     ,-4615.857440,4908.269540,-9524.126979 ,3.275455   ,1.740678,
1406     ,-4615.903973,4905.978216,-9521.882189 ,3.273926   ,1.739603,
1407     ,-4616.704589,4913.034364,-9529.738953 ,3.278635   ,1.754583,
1408     ,-4617.309794,4919.066372,-9536.376165 ,3.282660   ,1.768308,
1409     ,-4617.236592,4915.492745,-9532.729337 ,3.280275   ,1.766510,
1410     ,-4616.957190,4902.236837,-9519.194027 ,3.271429   ,1.749151,
1411     ,-4617.073767,4882.569615,-9499.643382 ,3.258305   ,1.721823,
1412     ,-4617.255514,4856.466743,-9473.722257 ,3.240885   ,1.684429,
1413     ,-4616.816109,4824.144769,-9440.960877 ,3.219316   ,1.637182,
1414     ,-4616.047393,4792.973958,-9409.021351 ,3.198514   ,1.592574,
1415     ,-4615.823202,4773.549822,-9389.373024 ,3.185552   ,1.568656,
1416     ,-4616.152728,4769.508444,-9385.661172 ,3.182855   ,1.571458,
1417     ,-4616.341191,4776.986707,-9393.327898 ,3.187846   ,1.594113,
1418     ,-4616.449618,4791.729100,-9408.178718 ,3.197684   ,1.629462,
1419     ,-4616.594979,4810.403625,-9426.998604 ,3.210146   ,1.671528,
1420     ,-4616.666129,4829.700904,-9446.367033 ,3.223024   ,1.714160,
1421     ,-4616.712650,4847.215962,-9463.928613 ,3.234712   ,1.753015,
1422     ,-4616.928165,4860.669801,-9477.597966 ,3.243690   ,1.784391,
1423     ,-4617.144957,4866.119436,-9483.264393 ,3.247327   ,1.801880,
1424     ,-4616.922423,4860.419735,-9477.342158 ,3.243523   ,1.800258,
